question,info,answer,paragraph
Có trữ lượng lớn về những tài nguyên nào tại khu vực này?,"[""Khu vực nào đang được đề cập"", ""Thời điểm hoặc giai đoạn nào"", ""Mức độ trữ lượng được coi là lớn""]",'sắt và than đá',"Bồ Đào Nha có ngành khai khoáng quan trọng và đứng hàng đầu châu Âu về sản xuất đồng, cũng như nổi bật về thiếc, volfram, và urani. Tuy nhiên, Bồ Đào Nha thiếu tiềm lực tiến hành khai thác hydrocarbon và nhôm, cản trở sự phát triển của lĩnh vực khai mỏ và luyện kim của quốc gia. Bồ Đào Nha có trữ lượng lớn về sắt và than đá, chủ yếu tại miền bắc, song từ sau cách mạng năm 1974 và toàn cầu hoá kinh tế thì do nguyên nhân tính cạnh tranh thấp nên họ buộc phải giảm hoạt động khai thác các khoáng sản này."
Các sản phẩm nào có vị thế thấp nhất của Cuba?,"[""Thấp nhất theo tiêu chí nào (sản lượng, doanh thu, thị phần)"", ""Thời điểm nào (hiện tại hay lịch sử)"", ""So sánh với các nước khác hay so sánh giữa các sản phẩm của Cuba"", ""Định nghĩa về 'vị thế thấp nhất'""]","'đường, nikel, thuốc lá, cá, sản phẩm y tế, chanh, cà phê và lao động có tay nghề'","Năm 2005 Cuba xuất khẩu hàng hóa trị giá 2.4 tỷ dollar, xếp hạng 114 trên 226 quốc gia trên thế giới, và nhập khẩu 6.9 tỷ dollar, xếp hạng 87 trên 226 nước. Các đối tác thương mại chính của nước này là Hà Lan, Canada và Trung Quốc; các đối tác nhập khẩu chính là Venezuela, Tây Ban Nha và Hoa Kỳ. Các mặt hàng xuất khẩu chính của Cuba là đường, nikel, thuốc lá, cá, sản phẩm y tế, chanh, cà phê và lao động có tay nghề; các mặt hàng nhập khẩu gồm, thực phẩm, nhiên liệu, quần áo và máy móc. Cuba hiện có khoản nợ khoảng 13 tỷ dollar, chiếm xấp xỉ 38% GDP. Theo Heritage Foundation, Cuba phụ thuộc vào các tài khoản tín dụng luân phiên từ nước này sang nước khác. Con số 35% thị phần đường thế giới trước kia của Cuba đã giảm xuống chỉ còn 10% vì nhiều yếu tố, gồm cả sự sụt giảm giá hàng hóa sử dụng đường Cuba kém tính cạnh tranh hơn trên thị trường thế giới. Ở một thời điểm, Cuba từng là nước sản xuất và xuất khẩu đường lớn nhất thế giới. Tuy nhiên, vì tình trạng đầu tư kém và các thảm họa thiên nhiên, sản lượng đường của Cuba đã giảm nghiêm trọng. Năm 2002, hơn một nửa các nhà máy đường ở Cuba phải đóng cửa. Mùa thu hoạch gần đây nhất chỉ đạt 1.1 triệu mét tấn, thấp nhất trong gần một trăm năm qua, chỉ tương đương với sản lượng năm 1903 và 1904. Cuba chiếm 6.4% thị trường thế giới về nickel chiếm khoảng 25% tổng xuất khẩu Cuba. Gần đây,[khi nào?] một trữ lượng dầu mỏ lớn đã được tìm thấy tại Châu thổ Bắc Cuba dẫn tới việc các thành viên Jeff Flake và Larry Craig thuộc Quốc hội Hoa Kỳ kêu gọi bãi bỏ lệnh cấm vận với Cuba."
Nền kinh tế của khu vực này thời đó như thế nào?,"[""Khu vực cụ thể đang hỏi là gì (Ba Xuyên hay Bạc Liêu)"", ""Thời điểm cụ thể (thời Pháp thuộc hay thời Ngô Đình Diệm)""]","'chợ búa mua bán phồn thịnh, nền kinh tế dồi dào'","Bạc Liêu hồi thời Pháp thuộc rất sung túc, dân cư đông đảo, là xứ ăn xài, lắm khách hào hoa phong nhã, chợ búa mua bán phồn thịnh, nền kinh tế dồi dào. Cho đến khi chính phủ Ngô Đình Diệm chấp chánh, tỉnh Bạc Liêu bị sáp nhập vào tỉnh Ba Xuyên (Sóc Trăng cũ) trước kia thịnh vượng đông đảo bao nhiêu, bây giờ lại hóa ra u trệ bấy nhiêu. Vì bỗng dưng bị thu hẹp lại thành một quận là quận Vĩnh Lợi, trọn 9 năm châu thành Bạc Liêu lâm vào cảnh vắng vẻ, nền kinh tế bị sụp đổ, du khách có dịp đi ngang qua cảm tưởng cho là một tỉnh bị chiến tranh tàn phá."
Chủ tịch đến thăm và hội kiến ai vào khi nào?,"[""Chủ tịch nào (Giang Bính Không hay Liên Chiến)"", ""Đến thăm nơi nào"", ""Hội kiến với chức danh gì của Hồ Cẩm Đào""]",'tháng 5 năm 2005',"Ngày 28 tháng 3 năm 2005, ba mươi thành viên của Quốc dân Đảng dưới quyền Phó Chủ tịch Giang Bính Khôn sang thăm Trung Quốc Đại lục. Đây là chuyến thăm chính thức đầu tiên của Trung Quốc Quốc dân Đảng đến Đại lục từ khi họ chiến bại trước cộng sản vào năm 1949 (dù các thành viên Quốc dân Đảng kể cả Giang Bính Không trước đó từng tới thăm với tư cách cá nhân). Trong chuyến đi, Quốc dân Đảng ký kết một thỏa thuận mười điểm với Đảng Cộng sản Trung Quốc, những người đối lập gọi chuyến đi này là Quốc-Cộng hợp tác lần thứ ba. Đến tháng 5 năm 2005, Chủ tịch Liên Chiến đến thăm Đại lục và hội kiến Tống bí thư Hồ Cẩm Đào, là cuộc gặp đầu tiên giữa lãnh đạo hai đảng kể từ sau khi kết thúc nội chiến vào năm 1949."
Đâu là yếu tố ảnh hưởng đến sự khắc nghiệt?,"[""Đang nói về khí hậu hay điều kiện sống?"", ""Đang hỏi về miền tây cao nguyên Anatolia hay khu vực khác?"", ""Khắc nghiệt theo mùa nào (đông hay hè)?"", ""Khắc nghiệt về nhiệt độ hay lượng mưa?""]",'Các ngọn núi gần bờ biển ngăn các ảnh hưởng Địa Trung Hải mở rộng đến nội lục',"Các ngọn núi gần bờ biển ngăn các ảnh hưởng Địa Trung Hải mở rộng đến nội lục, khiến miền trung cao nguyên Anatolia có khí hậu lục địa với các mùa tương phản mạnh. Mùa đông tại phần phía đông của cao nguyên đặc biệt khắc nghiệt. Nhiệt độ −30 đến −40 °C (−22 đến −40 °F) có thể xuất hiện tại miền đông Anatolia. Tại phía tây, nhiệt độ trung bình mùa đông dưới 1 °C (34 °F). Mùa hè nóng và khô, với nhiệt độ thường trên 30 °C (86 °F) vào ban ngày. Lượng giáng thủy trung bình năm là khoảng 400 mm, thay đổi theo độ cao. Các khu vực khô nhất là đồng bằng Konya và đồng bằng Malatya, tại đó lượng mưa hàng năm thường dưới 300 mm (12 in). Tháng 5 thường là tháng mưa nhiều nhất, còn tháng 7 và tháng 8 là các tháng khô nhất."
Liên Xô đã có phát biểu gì về chủ nghĩa xã hội trong khu vực?,"[""Ai đã thực sự đưa ra phát biểu về Cuba là nhà nước xã hội chủ nghĩa"", ""Thời điểm cụ thể của phát biểu"", ""Nội dung đầy đủ của phát biểu từ Liên Xô"", ""Mối quan hệ giữa phát biểu của Castro và Liên Xô""]","'Cuba là một nhà nước xã hội chủ nghĩa, và ông là một người theo chủ nghĩa Mác xít-Lêninít'","Cùng lúc ấy, chính quyền Mỹ cho phép thực hiện các kế hoạch xâm lược Cuba của những người Cuba lưu vong tại Floria, lợi dụng hoàn cảnh để tiến hành các cuộc nổi dậy chống Castro (xem một số chi tiết và tham khảo tại Chiến tranh chống các băng đảng và Sự kiện Vịnh Con lợn). Kết quả là sự thất bại thảm hại của nhóm quân này trong Sự kiện Vịnh Con lợn tháng 4 năm 1961. Tổng thống John Kennedy rút lại lời hứa hỗ trợ ném bom của Hoa Kỳ cho lực lượng xâm lược ở những phút cuối cùng và lực lượng chống Castro đã không có được nguồn tài lực cần thiết. Kennedy từ chối can thiệp quân sự trực tiếp từ Mỹ và các lực lượng xâm lược bị đánh tan tác. Sự kiện này khiến Castro nhanh chóng bắt tay làm đồng minh với Liên Xô để có được sự trợ giúp bảo vệ đất nước, ông tuyên bố Cuba là một nhà nước xã hội chủ nghĩa, và ông là một người theo chủ nghĩa Mác xít-Lêninít tháng 5 năm 1961."
Những viện trợ tập trung vào các dự án nhân đạo nào?,"[""Viện trợ của quốc gia nào"", ""Thời gian cụ thể của viện trợ"", ""Cơ quan thực hiện viện trợ"", ""Đối tượng nhận viện trợ""]",'các dự án nhân đạo tại châu Phi hạ Sahara',"Năm 2013, Pháp là nhà tài trợ viện trợ phát triển lớn thứ tư trên thế giới, sau Mỹ, Anh và Đức. Con số này chiếm 0,36% của Pháp, và theo tỷ lệ GDP thì Pháp là nhà tài trợ lớn thứ 12 trong danh sách. Cơ quan Phát triển Pháp là tổ chức quản lý giúp đỡ của Pháp, nguồn vốn chủ yếu tập trung vào các dự án nhân đạo tại châu Phi hạ Sahara. Mục tiêu chính của việc trợ giúp này là ""phát triển cơ sở hạ tầng, tiếp cận y tế và giáo dục, thực thi chính sách kinh tế phù hợp và củng cố pháp quyền cùng dân chủ""."
Đa số chúng ta có cảm giác gì về người khác trong xã hội?,"[""Đang nói về cảm giác về sự lệch lạc hay cảm giác nói chung"", ""Đang nói về cảm giác về tội phạm hay về mọi người nói chung"", ""Ngữ cảnh thảo luận là về tác động tiêu cực của sự lệch lạc""]","'gây thất thoát tiền của, gây tổn thương, thậm chí tước đoạt đi sinh mạng của người khác'","Cảm giác chung của chúng ta là sự lệch lạc có tác dụng tiêu cực, tội phạm gây thất thoát tiền của, gây tổn thương, thậm chí tước đoạt đi sinh mạng của người khác... Thế nhưng các nhà nghiên cứu theo mô hình cấu trúc chức năng lập luận rằng sự lệch lạc góp phần quan trọng cho hoạt động liên tục của xã hội. Emile Durkheim là người đã có những công trình tiên phong về chức năng của sự lệch lạc đối với xã hội. Ông khẳng định sự lệch lạc không có gì bất thường, nó là một bộ phận gắn liền với mọi xã hội và nó có bốn chức năng chính:"
Bước tiếp theo là gì?,"[""Bước tiếp theo sau quá trình nào?"", ""Bước tiếp theo trong quy trình làm phim hay quy trình khác?"", ""Đang đề cập đến giai đoạn nào của dự án?""]",'hãng sản xuất sẽ đưa ra một ngân quỹ nhất định cho nhà sản xuất để xây dựng đội ngũ làm phim và biến kịch bản thành một bộ phim hoàn chỉnh',"Trong quá trình này, các yếu tố cần thiết để hiện thực hóa kịch bản được lên kế hoạch và xây dựng. Sau khi kịch bản hoàn thành, hãng sản xuất sẽ đưa ra một ngân quỹ nhất định cho nhà sản xuất để xây dựng đội ngũ làm phim và biến kịch bản thành một bộ phim hoàn chỉnh. Ngân quỹ và đội ngũ làm phim tùy thuộc vào độ phức tạp của kịch bản và kỳ vọng thương mại của hãng sản xuất, với các bộ phim bom tấn của Hollywood, khoản ngân sách này có thể lên tới hàng trăm triệu USD với đội ngũ làm phim hàng nghìn người, còn với những tác phẩm của những nhà sản xuất độc lập, đội ngũ này có thể co gọn chỉ khoảng 10 người."
Công lao của nhóm nghiên cứu này là gì?,"[""Nhóm nghiên cứu nào được đề cập"", ""Thời điểm (năm 1968)"", ""Người đứng đầu nhóm nghiên cứu (Edward Guinan)""]",'Vành đai đầu tiên được phát hiện',"Vành đai đầu tiên được phát hiện vào năm 1968 bởi một nhóm nghiên cứu do Edward Guinan đứng đầu. Nhưng lúc đó họ chỉ quan sát thấy một vành mờ, và không nhận ra một hệ thống vành đai đầy đủ. Năm 1984, xuất hiện những chứng cứ rõ ràng hơn cho thấy phải có những khoảng trống giữa các vành đai. Các nhà khoa học vẫn quan sát thấy ánh sáng của một ngôi sao ở xa trong khi đáng lẽ nó phải bị che khuất bởi các vành đai. Năm 1989, vấn đề được sảng tỏ khi tàu Voyager 2 năm 1989 chụp được ảnh các vành đai mờ bao quanh Sao Hải Vương. Những vành đai này có cấu trúc kết tụ các hạt vật chất lại thành một khối, mà người ta vẫn chưa hiểu là do nguyên nhân gì nhưng có thể là do tương tác hấp dẫn với những vệ tinh nhỏ gần các vành đai này."
Đảng đầu tiên dựa vào điều gì để phát triển?,"[""Dựa vào cử tri hay công nghệ?"", ""Thời điểm nào?"", ""Khu vực địa lý nào?"", ""Đảng nào được đề cập?""]",'Đảng Liên bang',"Những thành tựu to lớn của chính phủ George Washington là tạo ra một chính phủ quốc gia mạnh được toàn dân Mỹ công nhận mà không có nghi ngờ. Chính phủ của ông, theo sự lãnh đạo đầy nghị lực của Bộ trưởng Ngân khố Alexander Hamilton, đảm nhận hết số nợ của các tiểu bang (những người cho mượn nợ khi đó sẽ nhận lấy trái phiếu liên bang), thành lập Ngân hàng Hoa Kỳ để cân bằng hệ thống tài chính, và lập ra một hệ thống thu thuế đồng bộ (thuế nhập cảng) và các thứ thuế khác để trả hết nợ và cung cấp một cơ sở hạ tầng tài chính. Để hỗ trợ cho các chương trình của mình, Hamilton thành lập một đảng chính trị mới - đảng đầu tiên trên thế giới dựa vào cử tri - đó là Đảng Liên bang."
Những loại chả nào có thể được xem là biến tấu?,"[""biến tấu của món gì"", ""tiêu chuẩn để xác định một món là biến tấu"", ""thịt sử dụng trong các biến tấu"", ""cách chế biến của các biến tấu""]","'chả xương sông, chả lá lốt dùng thịt lợn'","Chả dùng các loại thịt (có thể là thịt lợn, cá, tôm, cá mực tươi) băm hoặc giã nhuyễn, trộn gia vị và nướng chín bằng than hoặc hấp chín. Chả có các loại đặc biệt: chả quế, chả cốm (cho cốm lẫn với giò sống, hấp chín), chả mực, chả cá (cá quết nhuyễn, gia rau thì là và ép dẹt nướng hoặc hấp), chả bò, chả trái quất (viên chả thành viên nhỏ như quả quất, phết lòng đỏ trứng ra ngoài hấp chín sau đó đem nướng). Một số biến thể của món bò cuốn lá lốt cũng được gọi là các món chả như chả xương sông, chả lá lốt dùng thịt lợn."
Ai đã bị đánh bại để thống nhất một vùng đất?,"[""Người thống nhất là ai (Hán Hiến Đế hay Tào Tháo)"", ""Vùng đất được thống nhất là gì (Phía Bắc Trung Nguyên hay vùng khác)"", ""Thời điểm thống nhất"", ""Kẻ địch bị đánh bại là ai (Viên Thiệu hay người khác)"", ""Trận chiến nào dẫn đến thống nhất (trận Quan Độ)""]",'Viên Thiệu',"Đương thời, Đại Hán bị phân chia thành các thế lực: Tào Tháo (曹操) ở Duyện Châu; Viên Thiệu ở Hà Bắc; Viên Thuật (袁術) ở Hoài Nam; Tôn Sách (孙策) ở Giang Đông; Lưu Biểu (孫策) ở Kinh Châu và Lưu Yên (劉焉) ở Ích Châu. Các sứ quân này đều dùng binh đao chiến đấu với nhau, riêng Tào Tháo nổi lên nắm quyền trong triều, rước Hán Hiến Đế về Hứa Xương, lập triều đình ở đấy, với ý định Hiệp thiên tử dĩ lệnh chư hầu (挾天子以令諸侯), kèm chặt Thiên tử để lệnh các chư hầu thuần phục. Với lợi thế đó, Tào Tháo dần tiêu diệt các phe cánh nhỏ, sau trận Quan Độ tiêu diệt được đại địch là Viên Thiệu, Tào Tháo cơ bản đã thống nhất được miền Bắc Trung Nguyên."
Tôn Trung Sơn đã nhậm chức đại nguyên soái của chính phủ nào?,"[""Thời điểm cụ thể khi Tôn Trung Sơn nhậm chức đại nguyên soái"", ""Phạm vi quyền hạn của chức vụ (Lục-Hải quân hay chỉ một trong hai)"", ""Tên chính xác của chính phủ mà ông làm đại nguyên soái""]",'Chính phủ Trung Hoa Dân Quốc',"Ngày 2 tháng 4 năm 1921, Chính phủ Trung Hoa Dân Quốc (Quảng Châu) được thành lập, Tôn Trung Sơn nhậm chức ""đại tổng thống phi thường"", lần đầu tiên sử dụng ""Thanh Thiên Bạch Nhật Mãn Địa Hồng kỳ"" làm quốc kỳ, nhằm phản đối tính hợp pháp của Chính phủ Bắc Dương, đến năm sau do Vận động Hộ pháp lần thứ hai thất bại nên giải thể. Ngày 2 tháng 3 năm 1923, Tôn Trung Sơn về Quảng Châu lập Đại bản doanh Đại nguyên soái Lục-Hải quân, tái lập chính phủ quân sự; đến ngày 1 tháng 7 năm 1925, cải tổ thành Chính phủ Quốc dân Trung Hoa Dân Quốc, sau khi Bắc phạt thành công thay thế Chính phủ Bắc Dương làm chính phủ trung ương và cơ quan hành chính tối cao của Trung Hoa Dân Quốc. Ngày 20 tháng 5 năm 1948, Chính phủ Quốc dân cải tổ thành Chính phủ Trung Hoa Dân Quốc, chức vụ Chủ tịch Chính phủ Quốc dân đổi thành ""Tổng thống"", duy trì đến nay."
Ông có quốc tịch gì?,"[""'Ông' đề cập đến ai cụ thể"", ""Bài viết nhắc đến nhiều người như Marx, Hal Draper"", ""Cần biết đối tượng cụ thể của câu hỏi""]",'Mỹ',"Trong quá trình phát triển, chủ nghĩa Marx đã đương đầu với nhiều đợt công kích từ những tư tưởng khác. Nhà học giả về Marx người Mỹ Hal Draper từng lưu ý, ""có ít nhà tư tưởng trong lịch sử hiện đại có tư tưởng bị hiểu nhầm tai hại như vậy, bởi những người Marxist và cả những người chống Marxist."" Di sản tư tưởng của Marx đã bị tranh cãi dữ dội giữa nhiều khuynh hướng và mỗi bên đều coi mình là người giải thích chính xác nhất về Marx, gồm cả (nhưng không hạn chế bởi) Chủ nghĩa Lenin, Chủ nghĩa Trotsky, Chủ nghĩa Mao, Chủ nghĩa Luxemburg, và Chủ nghĩa Marx tự do."
Đặc điểm thường xuất hiện ở giữa các công trình lớn là gì?,"[""Loại công trình cụ thể (quảng trường hay cung điện)"", ""Thời kỳ lịch sử"", ""Vị trí địa lý cụ thể (Roma hay thành phố khác)"", ""Phong cách kiến trúc""]",'tháp tưởng niệm trang trí đặt ở giữa',"Nhiều quảng trường của các thành phố nổi tiếng vẫn giữ nguyên hình dáng được tạo từ thời Phục hưng và Baroque. Trong đó một số quảng trường rất lớn, hoành tráng với tháp tưởng niệm trang trí đặt ở giữa, một số quảng trường khác nhỏ và thơ mộng. Những quảng trường chính là Quảng trường Navona, Quảng trường Spagna, Campo de 'Fiori, Quảng trường Venezia, Quảng trường Farnese, Quảng trường Rotonda và Quảng trường Minerva. Một trong những ví dụ điển hình nhất của nghệ thuật Baroque là đài phun nước Trevi của Nicola Salvi. Những cung điện Baroque đáng chú ý khác của thế kỷ 17 là cung điện Madama, ngày nay là trụ sở của Thượng nghị viện Ý và cung điện Montecitorio, ngày nay là trụ sở của Hạ nghị viện Ý."
Nghị định nào liên quan đến giải thể của quận?,"[""Cần xác định đang hỏi về quận nào (Vĩnh Lợi hay Vĩnh Châu)"", ""Cần biết Nghị định số 9-BNV/NC/NP liên quan đến việc giải thể hay thành lập quận"", ""Cần làm rõ Nghị định số 9-BNV/NC/NP có thực sự giải thể quận Vĩnh Lợi hay không""]",'Nghị định số 9-BNV/NC/NP của chính quyền Việt Nam Cộng hòa',"Ngày 13 tháng 01 năm 1958, theo Nghị định số 9-BNV/NC/NP của chính quyền Việt Nam Cộng hòa, quận Vĩnh Châu bị giải thể để sáp nhập vào quận Vĩnh Lợi. Tuy nhiên, đến ngày 5 tháng 12 năm 1960, tái lập quận Vĩnh Châu thuộc tỉnh Ba Xuyên. Ngày 21 tháng 12 năm 1961, quận Phước Long được chính quyền Việt Nam Cộng hòa giao về cho tỉnh Chương Thiện mới được thành lập. Ngày 18 tháng 4 năm 1963, thành lập mới quận Kiến Thiện thuộc tỉnh Chương Thiện trên cơ sở tách một phần đất đai của các quận Phước Long và Long Mỹ cùng tỉnh."
Tỷ lệ chi tiêu cho quân sự là bao nhiêu?,"[""Đang hỏi về tỷ lệ chi tiêu của quốc gia nào"", ""Đang hỏi về tỷ lệ chi tiêu của Cuba hay tỷ lệ chi tiêu của Cuba cho quân đội"", ""Thời điểm cụ thể của tỷ lệ chi tiêu""]",'khoảng 1.7%',"Dưới thời Fidel Castro, Cuba đã trở thành một xã hội quân sự hóa cao độ. Từ năm 1975 cho tới tận cuối thập kỷ 1980, viện trợ quân sự ồ ạt của Xô viết đã cho phép Cuba nâng cấp mạnh khả năng quân sự của mình. Từ khi mất khoản viện trợ từ Liên bang Xô viết Cuba đã phải giảm đáng kể số lượng quân đội từ 235.000 người năm 1994 xuống còn khoảng 60.000 người năm 2003. Chính phủ hiện chi khoảng 1.7% GDP cho quân sự. Bộ trưởng các Lực lượng Vũ trang Cách mạng (FAR) hiện nay là Thượng tướng (General de Cuerpo de Ejército) Leopoldo Cintra Frías."
Những vấn đề nào còn chưa được giải quyết khi nhà vua băng hà?,"[""Đang đề cập đến vua Edward I"", ""Thời điểm là năm 1307"", ""Đề cập đến vấn đề từ thời Edward I đến Edward II""]","'một cuộc chiến tranh với Scotland vẫn còn tiếp diễn và nhiều vẫn đề tài chính, chính trị'","Trong triều đại của mình, ông dành nhiều thời gian cải cách chính phủ hoàng gia và luật pháp công cộng. Qua một cuộc điều tra pháp lý quy mô lớn, Edward điều tra về sự chiếm hữu đất đai của nhiều quý tộc phong kiến, trong khi luật pháp được cải cách thông qua một loạt các đạo luật chỉnh đốn hình phạt và quyền sử hữu. Tuy nhiên, càng ngày, mối quan tâm của Edward lại càng hướng về những chiến dịch quân sự ở nước ngoài. Sau khi đàn áp một cuộc nổi loạn nhỏ ở Wales năm 1276–77, Edward đáo lại cuộc nổi loạn thứ hai năm 1282–83 bằng một cuộc chiến tranh xâm lược toàn diện. Sau thành công của chiến dịch, Edward đắt xứ Wales dưới quyền tể trị của Anh, xây dựng hàng loạt lâu đài và thị trấn ở nông thôn và đưa người Anh đến định cư. Sau đó, mối quan tâm của ông hướng về Scotland. Ban đầu được mời giải quyết tranh chấp thừa kế, Edward tuyên bố quyền bá chủ phong kiến đối với vương quốc này. Trong cuộc chiến tranh diễn ra sau đó, người Scots vẫn kiên trì chiến đấu, dù cho người Anh có vẻ đã sắp chiến thắng tại nhiều thời điểm. Cùng lúc đó trong nước xảy ra nhiều vân đề. Giữa những năm 1290, những chiến dịch quân sự quy mô lớn đòi hỏi phải tăng thuế, và Edward phải đối mặt với phe chống đối. Những cuộc khủng hoảng ban đầu đã được ngăn chặn, nhưng vẫn đề vẫn chưa giải quyết triệt để. Khi nhà vua băng hà năm 1307, để lại con trai ông, Edward II, một cuộc chiến tranh với Scotland vẫn còn tiếp diễn và nhiều vẫn đề tài chính, chính trị."
Vì sao người mẹ lo lắng về việc người thân trở nên giàu có?,"[""Mẹ của ai lo lắng"", ""Người thân nào đang được đề cập"", ""Lý do chính xác cho mối lo ngại này"", ""Hậu quả cụ thể mà Olympias lo ngại""]",'Alexandros sẽ nghèo khó và suy yếu vì sự hào phóng này',"Mẹ của Alexandros là Hoàng Thái hậu Olympias thường viết thư khuyên bảo Alexandros đừng để bạn hữu ông trở nên giàu có đến mức họ cũng trở thành những ông hoàng và có khả năng mua được đoàn tùy tùng cho bản thân, còn Alexandros sẽ nghèo khó và suy yếu vì sự hào phóng này. Alexandros gửi biếu người mẹ thêm nhiều món quà nhưng không bao giờ làm theo lời khuyên của bà. Điều này làm cho Olympias tức giận, còn Alexandros vẫn kiên nhẫn chịu đựng điều này. Khi Antipatros, quan Tổng đốc của ông ở Macedonia, viết một lá thư dài cho Alexandros phàn nàn về Olympias, Alexandros nói với bạn bè:"
Ai đã thiết lập mối quan hệ với nước ngoài thông qua việc giải cứu phi công?,"[""Người thực hiện hành động là Hồ Chí Minh"", ""Quốc gia muốn thiết lập quan hệ là Hoa Kỳ"", ""Thời điểm diễn ra sự kiện là sau năm 1945"", ""Bối cảnh là trong thời kỳ chiến tranh với Nhật Bản""]",'ông đã làm tất cả để thiếp lập mối quan hệ với Hoa Kỳ thông qua việc giải cứu các phi công gặp nạn trong chiến tranh với Nhật Bản',"Hoa Kỳ cần có quan hệ đồng minh với Pháp để thiết lập sự cân bằng với sức mạnh của Xô Viết ở châu Âu sau chiến tranh thế giới thứ II. Từ tháng 9 năm 1945, Washington đã có một số hành động ở Đông Nam Á. Hồ Chí Minh nhận thấy Hoa Kỳ đang muốn đóng vai trò lớn hơn ở khu vực Thái Bình Dương, ông đã làm tất cả để thiếp lập mối quan hệ với Hoa Kỳ thông qua việc giải cứu các phi công gặp nạn trong chiến tranh với Nhật Bản. Đổi lại, cơ quan tình báo Hoa Kỳ OSS (U.S Office of Strategic Services), tiền thân của CIA, giúp đỡ y tế, cố vấn và huấn luyện quân đội quy mô nhỏ cho Việt Minh."
Ban đầu thống trị trong lĩnh vực nào và có ảnh hưởng lớn nhất là thuộc về những nước nào?,"[""Lĩnh vực cụ thể là địa lý/hàng hải"", ""Thời kỳ lịch sử cụ thể"", ""Phạm vi địa lý của sự thống trị (Đại Tây Dương hay toàn cầu)""]",'Đế quốc Bồ Đào Nha và Đế quốc Tây Ban Nha',"Sự mở rộng hàng hải của châu Âu, nhờ vào vị trí địa lý của họ, phần lớn là nhờ ở các nước lục địa gần bờ biển Đại tây dương: Bồ Đào Nha, Tây Ban Nha, Anh Quốc, Pháp, Hà Lan. Đế quốc Bồ Đào Nha và Đế quốc Tây Ban Nha ban đầu là những kẻ chinh phục lớn mạnh nhất và có ảnh hưởng lớn nhất, nhưng chỉ một thời gian ngắn sau nó đã được chuyển giao cho Anh Quốc, Pháp và Hà Lan những nước này thống trị Đại Tây Dương. Trong một loạt những cuộc chiến, diễn ra vào thế kỷ XVII và thế kỷ XVIII, lên tới cực điểm với những cuộc chiến thời Napoleon, Anh Quốc nổi lên là siêu cường đầu tiên của thế giới. Nó là một đế quốc trải dài khắp quả đất, kiểm soát, ở lúc cực điểm, gần một phần tư bề mặt lục địa thế giới, trên đó ""Mặt trời không bao giờ lặn""."
Khi nào thì các căn bệnh gây tử vong hàng loạt?,"[""Đối tượng cụ thể bị ảnh hưởng (người bản địa hay người định cư châu Âu)"", ""Loại bệnh cụ thể (đậu mùa, sởi hay các bệnh khác)"", ""Thời điểm lịch sử cụ thể"", ""Mối liên hệ với việc hình thành khu định cư""]",'trước khi khu định cư quy mô lớn của người châu Âu hình thành',"Sau một thời kỳ thám hiểm được các quốc gia lớn ở châu Âu bảo trợ, các khu định cư đầu tiên của người châu Âu được thiết lập vào năm 1607. Người châu Âu mang theo ngựa, bò và heo đến châu Mỹ, đổi lại, họ mang trở về châu Âu gồm có bắp, gà tây, khoai tây, đậu và bí. Môi trường bệnh tật gây tử vong đối với nhiều nhà thám hiểm và những người định cư đầu tiên bị tiếp xúc trực tiếp với các căn bệnh mới. Ảnh hưởng của căn bệnh mới thậm chí tồi tệ hơn đối với người bản địa châu Mỹ, đặc biệt là bệnh đậu mùa và bệnh sởi. Họ chết nhiều vô số kể, thường thường trước khi khu định cư quy mô lớn của người châu Âu hình thành."
Vì sao họ không có cơ hội nghề nghiệp?,"[""Đối tượng 'họ' là ai"", ""Thời điểm cụ thể"", ""Định nghĩa về 'cơ hội nghề nghiệp'"", ""Bối cảnh địa lý/xã hội""]",'khó có cơ hội tiếp cận những cơ hội nghề nghiệp',"Dân số nằm trong mức cực nghèo khó đã tăng một phần ba từ năm 2000 đến 2009. Người dân thuộc diện này thường không được tiếp cận với giáo dục có chất lượng; tỷ lệ phạm tội cao hơn, tỷ lệ cao hơn về những tổn thương thể chất và tâm lý, thiếu tiếp cận tới tín dụng và tích luỹ của cải; chịu giá hàng hoá dịch vụ cao, và khó có cơ hội tiếp cận những cơ hội nghề nghiệp. Đến năm 2013, 44% người nghèo tại Mỹ bị coi là cực nghèo, với mức thu nhập chỉ bằng 50% hoặc thấp hơn ngưỡng quy định của chính phủ."
