paragraphs,question,answer
"[{'idx': 0, 'title': 'Dân chủ trực tiếp', 'paragraph_text': ""Internet và các công nghệ thông tin khác cũng có liên quan đến dân chủ trực tiếp được gọi là dân chủ điện tử '(e-democracy). Hay chính xác hơn, khái niệm quản trị nguồn mở áp dụng nguyên tắc của phong trào phần mềm miễn phí cho việc quản trị của con người, cho phép toàn bộ quần chúng nhân dân tham gia vào chính quyền một cách trực tiếp theo ước muốn của họ. Sự phát triển này vi phạm khái niệm truyền thống của dân chủ, bởi vì nó không cho phép mọi người có sự đại diện như nhau. Chế độ nhân tài có thể là sự bổ sung thích hợp một cách dân chủ. Ở đó, những người ban hành luật được trao quyền dựa trên thứ bậc của họ do những người khác."", 'is_supporting': False}]","Ngoài Internet và cộng nghệ thông tin, còn có khái niệm nào khác về dân chủ trực tiếp?","'khái niệm quản trị nguồn mở áp dụng nguyên tắc của phong trào phần mềm miễn phí cho việc quản trị của con người, cho phép toàn bộ quần chúng nhân dân tham gia vào chính quyền một cách trực tiếp theo ước muốn của họ'"
"[{'idx': 0, 'title': 'Louis XV của Pháp', 'paragraph_text': 'Thời gian cai trị của ông kéo dài 58 năm, đứng thứ hai trong lịch sử của Pháp chỉ sau người tiền nhiệm là tằng tổ phụ, Louis XIV. Năm 1745, ông thân chinh và giành chiến thắng tại Trận Fontenoy chiếm được Nam Hà Lan từ tay Đế quốc Áo nhưng sau đó trả lại cho người Áo năm 1748. Năm 1763, ông cắt đất Tân Pháp ở Bắc Mỹ cho Tây Ban Nha và Anh sau thất bại trong Chiến tranh Bảy năm. Ngoài ra ông còn sáp nhập lãnh địa của Công quốc Lorraine và Cộng hòa Corse vào Vương quốc Pháp. Louis XV qua đời năm 1774 và người kế nhiệm là đích tôn của ông, Louis XVI, người bị lật đổ trong Cách mạng Pháp. Hai người cháu khác của ông, Louis XVIII và Charles X, lần lượt giữ ngôi vua sau thất bại của Napoleon Bonapate. Các sử gia đánh giá triều đại của ông là giai đoạn tồi tệ, với liên tiếp các cuộc chiến tranh nổ ra làm hao mòn tiền bạc trong phủ khố rồi dẫn đến sự suy vong của triều đình và cuộc Cách mạng Pháp vào những năm 1780.', 'is_supporting': False}]",Triều đại của vua Louis XV với đầy sự thất bại làm hao tốn quân sự đã dẫn đến hậu quả gì cho nước Pháp?,'sự suy vong của triều đình và cuộc Cách mạng Pháp vào những năm 1780'
"[{'idx': 0, 'title': 'Động vật lưỡng cư', 'paragraph_text': 'Động vật lưỡng cư là các loài động vật có xương sống máu lạnh, chúng không thể duy trì thân nhiệt qua các quá trình nội sinh lý. Tốc độ trao đổi chất của chúng thấp và kết quả là máu và năng lượng cần thiết của cũng bị giới hạn. Ở con trưởng thành, chúng có các tuyến lệ và mí mắt có thể di chuyểns, và hầu hết các loài có tai có thể cảm nhận được máy bay hoặc rung động mặt đất. Lưỡi của chúng có cơ, mà ở một số loài chúng có thể nhô ra ngoài. Động vật lưỡng cư hiện đại có đốt sống được hóa xương hoàn toàn với các lớp đệm nối khớp. Xương sườn của chúng thường ngắn và có thể bị nhầm lẫn với đốt sống. Hộp sọ của chúng hầu hết là rộng và ngắn, và thường không được hóa xương hoàn chỉnh. Da của chúng chứa ít keratin và không có vảy, ngoài một vài vảy giống như cá ở các loài Gymnophiona nhất định. Da của chúng chứa nhiều tuyến nhờn và ở một vài loài có các tuyến độc. Tim của động vật lưỡng cư có 3 ngăn, 2 tâm nhĩ và 1 tâm thất. Chúng có bàng quang và các chất thải gốc nitơ được tiết ra chủ yếu ở dạng nước tiểu. Hầu hết động vật lưỡng cư đẻ trứng trong nước và ấu trùng trong nước phải trải qua giai đoạn biến thái để trở thành con trưởng thành sống trên cạn. Động vật lưỡng cư thở bằng phương thức bơm, không khí đầu tiên được đẩy xuống khu vực hầu họng qua lỗ mũi. Sau đó lớp màng hậu họng đóng lại và không khí được đẩy vào phổi bằng cách thắt cổ họng. Một phương thức khác là trao đổi khí qua da.', 'is_supporting': False}]",Động vật lưỡng cư có phổi mấy ngăn?,'3 ngăn'
"[{'idx': 0, 'title': 'Cộng hòa Síp', 'paragraph_text': 'Síp có bốn vùng đất phụ thuộc ở bên ngoài, và toàn bộ lãnh thổ thuộc Khu vực Căn cứ có Chủ quyền Anh Dhekelia. Hai vùng đầu tiên là các làng Ormidhia và Xylotymvou. Vùng thứ ba là Trạm điện Dhekelia, bị ngăn cách bởi một con đường của Anh làm hai phần. Phần phía bắc là một vùng phụ thuộc ở bên ngoài, giống như hai làng trên, trong khi vùng phía nam nằm cạnh biển và vì thế không phải là một vùng đất phụ thuộc ở bên ngoài, dù nó không có lãnh hải riêng. Vùng đệm Liên hiệp quốc chạy ngược hướng Dhekelia và quay trở lại từ cạnh phía đông của nó bên ngoài Ayios Nikolaos, nối với phần còn lại của Dhekelia bằng một hành lang đất, và theo hướng này vùng đệm quay về góc phía đông nam của hòn đảo, vùng Paralimni, là vùng phụ thuộc ở bên ngoài trên thực tế chứ không phải theo pháp lý.', 'is_supporting': False}]",Vì sao vùng phía nam các làng Ormidhia không được tính là vùng phụ thuộc bên ngoài?,'nằm cạnh biển'
"[{'idx': 0, 'title': 'Pháp', 'paragraph_text': 'Chính sách ngoại giao của Pháp thời hậu chiến phần lớn được định hình thông qua quyền thành viên của Pháp trong Liên minh châu Âu. Kể từ thập niên 1960, Pháp phát triển quan hệ mật thiết với Đức (Tây Đức), tạo thành động lực có ảnh hưởng nhất của Liên minh châu Âu. Trong thập niên 1960, Pháp tìm cách loại Anh khỏi tiến trình hợp nhất châu Âu, tìm cách tạo dựng địa vị của mình tại châu Âu lục địa. Tuy vậy, Pháp và Anh duy trì quan hệ thân thiết từ năm 1904, và liên kết giữa hai bên được tăng cường, đặc biệt là về quân sự.', 'is_supporting': False}]",Pháp đã làm gì để xây dựng địa vị của mình tại châu Âu trong năm 1904?,'Pháp tìm cách loại Anh khỏi tiến trình hợp nhất châu Âu'
"[{'idx': 0, 'title': 'Lịch sử thế giới', 'paragraph_text': 'Khởi phát nền văn minh Trung Quốc nằm cách không xa sông Hoàng Hà (dọc theo sông Trường Giang) do xung quanh khu vực tìm thấy nhiều di tích của thời Trung Quốc tiền sử. Các nền văn minh thời đại đồ đá mới tìm thấy được ở Trung Quốc là văn minh Bành Đầu Sơn (Pengtoushan) (sông Trường Giang) và văn minh Bùi Lý Cương (Kebudayaan Peiligang), tất cả chúng đều xuất hiện khoảng 7000 năm TCN hoặc sớm hơn. Giai đoạn văn hóa Bành Đầu Sơn khó xác định, kết quả các tính toán cho biến thiên từ 9000-5500 năm TCN, tại di chỉ của nền văn hóa này tìm thấy dấu tích của lúa gạo từ khoảng 7000 năm TCN. Tại di chỉ Giả Hồ (Jiahu) cổ đại tìm thấy vài bằng chứng về việc trồng lúa. Một khám phá quan trọng tại Giả Hồ là cây sáo cổ có niên đại khoảng 7000-6000 năm TCN. Văn minh Bùi Lý Cương là một trong những nền văn minh lâu đời nhất tại Trung Quốc có sản xuất đồ gốm. Cả nền văn minh Bành Đầu Sơn và nền văn minh Bùi Lý Cương đều phát triển hoạt động trồng Kê, chăn nuôi, lưu trữ và phân phối thực phẩm. Bằng chứng khảo cổ cũng cho thấy sự hiện diện của các thợ thủ công, đày tớ. Lối chữ hình vẽ (Pictogram) được cho là khởi đầu của hệ thống chữ viết Trung Quốc bắt nguồn từ các hoạt động nông nghiệp và chăn nuôi tại Trung Quốc. Tại di chỉ Giả Hồ tìm thấy một số lối chữ hình vẽ, nó không được xem là có hệ thống chữ viết nhưng những ký hiệu đó dẫn đến hệ thống chữ viết.', 'is_supporting': False}]",Vì sao các thợ thủ công đưa ra kết luận nền văn minh Trung Quốc cách không xa sông Hoàng Hà?,'do xung quanh khu vực tìm thấy nhiều di tích của thời Trung Quốc tiền sử'
"[{'idx': 0, 'title': 'Việt Nam', 'paragraph_text': 'Âm nhạc truyền thống khác nhau giữa các vùng phía bắc và phía nam của đất nước. Âm nhạc cổ điển ở miền Bắc là hình thức âm nhạc lâu đời nhất của Việt Nam. Trong suốt lịch sử, Việt Nam đã bị ảnh hưởng nặng nề nhất bởi truyền thống âm nhạc Trung Quốc, như một phần không thể thiếu, cùng với của Hàn Quốc, Mông Cổ và Nhật Bản. Nhã nhạc là hình thức âm nhạc phổ biến của ca nhạc cung đình. Chèo là một hình thức phổ biến sân khấu ca nhạc cổ. Xẩm hay Hát xẩm là một loại nhạc dân gian Việt Nam. Quan họ phổ biến ở Hà Bắc (chia thành Bắc Ninh và Bắc Giang) và trên khắp Việt Nam. Hát chầu văn hoặc hát văn là một hình thức ca nhạc để hầu đồng trong các nghi lễ. Nhạc dân tộc cải biên là một hình thức hiện đại của âm nhạc dân gian Việt Nam xuất hiện từ những năm 1950. Ca trù (còn gọi là hát ả đào) là một dạng nhạc dân gian nổi tiếng. Cồng Chiêng Tây Nguyên được UNESCO công nhận là Kiệt tác truyền khẩu và phi vật thể nhân loại vào ngày 15 tháng 11năm 2005. Đờn ca tài tử Nam bộ là dòng nhạc dân tộc của Việt Nam đã được UNESCO công nhận là di sản văn hóa phi vật thể. Có một loạt các nhạc cụ truyền thống, như đàn bầu, đàn gáo, đàn nguyệt... Đàn đá là một nhạc cụ gõ cổ nhất của Việt Nam và là một trong những loại nhạc cụ cổ sơ nhất của loài người.', 'is_supporting': False}]",Kể từ ngày nào thì Cồng Chiêng Tây Nguyên UNESCO được trở thành Kiệt tác truyền khẩu và phi vật thể nhân loại được công nhận?,'ngày 15 tháng 11năm 2005'
"[{'idx': 0, 'title': 'Albert Einstein', 'paragraph_text': 'Năm 1894, công ty của bố cậu bị phá sản do ngành công nghiệp điện thay thế dòng điện một chiều (DC) bằng dòng xoay chiều (AC). Để tìm lĩnh vực kinh doanh mới, gia đình Einstein chuyển đến Ý, ban đầu đến Milan và vài tháng sau đó là Pavia. Khi gia đình chuyển đến Pavia, Einstein ở lại München để hoàn thành việc học tại Luitpold Gymnasium. Bố Einstein dự định muốn anh theo học kĩ thuật điện, nhưng Einstein tranh cãi với hội đồng giáo dục với việc học và dạy giáo điều tại đây. Sau này ông viết rằng tinh thần học và tính sáng tạo bị mất đi trong sự giới hạn của phương pháp dạy và học thuộc lòng. Cuối tháng 12 năm 1894, anh tìm cách quay trở lại với gia đình ở Pavia, với thuyết phục nhà trường cho anh nghỉ bằng cách dùng nhận xét của bác sĩ về sức khỏe của anh. Trong thời gian ở Ý, Einstein đã viết một tiểu luận khoa học ngắn với nhan đề, ""Khảo cứu trạng thái Ether trong từ trường"".', 'is_supporting': False}]","Khi chuyển đến Munchen, Einstein ở lại Pavia để hoàn thành việc học tại đâu?",'Luitpold Gymnasium'
"[{'idx': 0, 'title': 'Đế quốc Ottoman', 'paragraph_text': 'Năm 1656, dưới triều Mehmed IV (1648-1687), trong khi đế quốc gần bị sụp đổ,[cần dẫn nguồn] hậu cung đành phải cử một người Albania 71 tuổi, Köprülü Mehmed Pasha làm tể tướng (1656-1661). Ông này ra lệnh xử tử 50.000-60.000 người để bài trừ tham nhũng. Năm năm sau, lúc ông qua đời, tình hình có phần ổn định. Dưới quyền Tể tướng của con trai ông, Köprülü Fazıl Ahmed Pasha (1661-1676), và sau đó em rể ông, Kara Mustafa Pasha (1676-1683), uy quyền của Ottoman được hồi phục. Các hạm đội và lục quân của Venezia, Ba Lan, Áo và Nga bị đẩy lui. Quân đội Ottoman xâm chiếm Ukraina và Podolia. Năm 1680, đế quốc Ottoman đã đạt tới lãnh thổ rộng lớn nhất trong lịch sử đế quốc (11.5 triệu km²).', 'is_supporting': False}]",Ai được làm cử tể tướng?,'Köprülü Mehmed Pasha'
"[{'idx': 0, 'title': 'Michael Jackson', 'paragraph_text': 'Jackson được vinh danh là ""Ông hoàng của Video âm nhạc"". Steve Huey từ AllMusic nhận thấy cách mà Jackson chuyển hóa video âm nhạc sang hình thức nghệ thuật và là một công cụ quảng bá thông qua cốt truyện phức tạp, vũ đạo, hiệu ứng đặc biệt và sự góp mặt của người nổi tiếng, đồng thời phá bỏ rào cản về chủng tộc. Trước Thriller, Jackson gặp nhiều khó khăn để gây được chú ý từ MTV do ông là người Mỹ gốc Phi. Trước những áp lực từ CBS Records, MTV trình chiếu ""Billie Jean"" và sau đó là ""Beat It"", tiến đến sự hợp tác lâu dài cùng Jackson, đồng thời giúp nhiều nghệ sĩ da màu được biết đến. 5 nhân viên từ MTV chối bỏ bất kỳ khẳng định phân biệt chủng tộc hay sức ép nào trên kênh này; MTV vẫn chơi nhạc rock từ bất kể chủng tộc nào. Sự phổ biến của Jackson trên MTV giúp cho kênh truyền hình này nhận được nhiều chú ý; trọng tâm của kênh sau đó chuyển sang pop và R&B. Màn trình diễn của ông trong Motown 25: Yesterday, Today, Forever đã thay đổi quy mô dàn dựng trực tiếp; ""Màn trình diễn \'Billie Jean\' nhép môi ấy của Jackson, bản thân nó không đặc biệt, nhưng điều phi thường nằm ở chỗ nó thay đổi tầm ảnh hưởng của một màn trình diễn thông thường; trình diễn trực tiếp hay nhép môi đều giống nhau trước mắt khán giả"", tạo ra một thời kỳ nơi nghệ sĩ tái tạo hình tượng trong video âm nhạc lên sân khấu. Những thước phim ngắn như Thriller vẫn còn giữ nguyên tính độc đáo, trong khi vũ đạo trong ""Beat It"" thường xuyên được mô phỏng rộng rãi. Vũ đạo trong Thriller trở thành một phần quan trọng trong văn hóa đại chúng, Thriller khởi đầu một kỷ nguyên mới của video ca nhạc và được Kỷ lục thế giới Guinness vinh danh là video âm nhạc thành công nhất mọi thời đại.', 'is_supporting': False}]",Màn trình diễn trong Motown 25 đã mở ra thời đại gì của nghệ thuật quảng bá?,'một thời kỳ nơi nghệ sĩ tái tạo hình tượng trong video âm nhạc lên sân khấu'
"[{'idx': 0, 'title': 'Nhà Minh', 'paragraph_text': 'Đô chỉ huy sứ ty (đô ty) quản lý quân sự địa phương, Minh Thái Tổ sử dụng chế độ vệ sở, vào năm 1370 tại các tỉnh đặt một ""đô vệ"", đến năm 1375 mới đặt đô ty quản lý. Đô ty vốn lệ thuộc đại đô đốc phủ, sau án Hồ Duy Dung triều đình chia đại đô đốc phủ làm năm, phân quyền quản lý các vệ sở. Triều Minh tổng cộng đặt 16 đô ty, 5 hành đô ty, 2 lưu thủ ty. Trong đó, có 13 đô ty trùng tên với bố chính ty, ba đô ty khác là Vạn Toàn đô ty, Đại Ninh đô ty và Liêu Đông đô ty. 5 hành đô ty là Thiểm Tây, Tứ Xuyên, Hồ Quảng, Phúc Kiến, Sơn Tây. Hai lưu thủ ty là Trung Đô lưu thủ ty (nay là Phượng Dương) đặt vào thời Hồng Vũ, Hưng Đô lưu thủ ty đặt tại Thừa Thiên phủ (nay là Chung Tường, Hồ Bắc) thời Gia Tĩnh. Trong các đô ty có tính chất ki mi, nổi danh nhất là Nô Nhi Can đô ty quản lý lưu vực Hắc Long Giang, Tùng Hoa Giang và đảo Khố Hiệt; tại khu vực Thanh-Tạng chính giáo hợp nhất đặt hai đô ty Ô Tư Tạng, Đóa Cam, ngoài ra còn đặt tại khu vực giao giới Cam Túc và Thanh Hải hiện nay các vệ sở như Cáp Mật, Khúc Tiên. Những thể chế này có tính chất không giống như đô ty, hành đô ty tại nội địa.', 'is_supporting': False}]",Các đô ty nào của thời Hồng Vũ có tên khác với bố chính ty?,"'Vạn Toàn đô ty, Đại Ninh đô ty và Liêu Đông đô ty'"
"[{'idx': 0, 'title': 'Cộng hòa Dân chủ Đức', 'paragraph_text': 'Cộng hòa Dân chủ Đức (tiếng Đức: Deutsche Demokratische Republik, DDR; thường được gọi là Đông Đức) là một quốc gia nay không còn nữa, tồn tại từ 1949 đến 1990 theo định hướng xã hội chủ nghĩa tại phần phía đông nước Đức ngày nay. Cộng hòa Dân chủ Đức được thành lập tại vùng quản lý của Quân đội Xô-viết tại Đức ngày 7 tháng 10 năm 1949, sau khi Nhà nước Cộng hòa Liên bang Đức (Tây Đức) ra đời tại phần phía tây trong khu vực do Pháp, Anh và Hoa Kỳ quản lý. Đông Berlin là thủ đô của Cộng hòa Dân chủ Đức.', 'is_supporting': False}]",Đông Berlin là tên gọi thường được sử dụng để chỉ quốc gia nào?,'Cộng hòa Dân chủ Đức'
"[{'idx': 0, 'title': 'Pyrit', 'paragraph_text': 'Pyrit bị lộ thiên ra ngoài không khí trong quá trình khai thác mỏ và khai quật sẽ phản ứng với ôxy và nước để tạo thành sulfat, gây ra sự thoát nước mỏ axít. Quá trình axít hóa này tạo ra từ phản ứng của vi khuẩn chi Acidithiobacillus, các dạng vi khuẩn tìm kiếm nguồn năng lượng của chúng bằng cách ôxi hóa các ion sắt II (Fe2+) thành các ion sắt III (Fe3+) với việc sử dụng ôxy như là tác nhân ôxi hóa. Các ion sắt III đến lượt mình lại tấn công pyrit để sinh ra ion sắt II và sulfat. Sắt hóa trị 2 lại được vi khuẩn sử dụng để tạo ra sắt hóa trị 3 và chu trình này tiếp diễn cho đến khi pyrit cạn kiệt.', 'is_supporting': False}]",Khi pyrit bị lộ thiên trong lúc phản ứng với ôxy sẽ tạo nên hiện tượng gì?,'sự thoát nước mỏ axít'
"[{'idx': 0, 'title': 'Pháp', 'paragraph_text': 'Trong các thế kỷ IX và X, Pháp liên tục bị đe doạ trước các cuộc xâm lăng của người Viking, và trở thành một quốc gia rất phân quyền: các tước hiệu và lãnh địa của giới quý tộc được thừa kế, còn quyền lực của quốc vương mang tính tôn giáo hơn là thế tục, do đó kém hiệu quả và luôn gặp thách thức trước giới quý tộc quyền lực. Do đó, chế độ phong kiến phân quyền được hình thành tại Pháp. Theo thời gian, một số chư hầu phát triển mạnh đến nỗi họ thường gây ra mối đe doạ cho quốc vương. Chẳng hạn, sau trận Hastings vào năm 1066, William Nhà chinh phạt thêm ""quốc vương Anh"" vào tước hiệu của mình, đồng thời là chư hầu (với danh nghĩa Công tước xứ Normandie) và đồng đẳng (với danh nghĩa quốc vương của Anh) với quốc vương của Pháp, gây căng thẳng định kỳ.', 'is_supporting': False}]",Cuộc chiến với quốc vương của Pháp đã diễn ra vào thời gian nào?,'năm 1066'
"[{'idx': 0, 'title': 'Karl Marx', 'paragraph_text': 'Vì những điều kiện kiểm duyệt tại Phổ, Marx rút khỏi ban biên tập của tờ Rheinische Zeitung, và dự định xuất bản, cùng với Arnold Ruge, một nhà cách mạng Đức khác, Deutsch-Französische Jahrbücher, (Biên niên sử Đức-Pháp) với trụ sở tại Paris, và tới đây vào cuối tháng 10 năm 1843. Paris ở thời điểm đó là nơi ở và hoạt động của nhiều nhà cách mạng Đức, Anh, Ba Lan và Italia. Ở Paris, ngày 28 tháng 8 năm 1844, tại Café de la Régence ở Place du Palais ông gặp Friedrich Engels, người sẽ trở thành người bạn và đồng sự quan trọng nhất trong cả cuộc đời ông. Engels mới chỉ gặp Marx một lần trước đó (và ngắn ngủi) tại văn phòng của Rheinische Zeitung năm 1842; ông tới Paris để giới thiệu với Marx cuốn sách mới xuất bản của mình, Điều kiện của giai cấp lao động tại Anh Quốc năm 1844. Cuốn sách này đã thuyết phục Marx rằng giai cấp lao động sẽ là tác nhân và công cụ của cuộc cách mạng cuối cùng trong lịch sử.', 'is_supporting': False}]",Vì sao Marx đóng cửa ban biên tập của Rheinische Zeittung?,'Vì những điều kiện kiểm duyệt tại Phổ'
"[{'idx': 0, 'title': 'Karl Marx', 'paragraph_text': '“ Việc Mác phát hiện ra những quy luật của sự phát triển xã hội đã cho ta chìa khóa để quản lý một cách khoa học các quá trình xã hội vì lợi ích của con người. Nhưng cũng cần nhấn mạnh – theo Mác – chỉ có thể quản lý một cách khoa học các quá trình xã hội sau thắng lợi của cách mạng xã hội chủ nghĩa, sau khi thủ tiêu chế độ tư hữu, xã hội hóa nền sản xuất trong mọi lĩnh vực của nền kinh tế quốc dân. Chỉ có hoàn thành những cải cách xã hội chủ nghĩa mới xóa bỏ được tính tự phát và bảo đảm được sự phát triển theo kế hoạch nền sản xuất và các lĩnh vực khác của đời sống xã hội. ”', 'is_supporting': False}]",Để làm việc một cách khoa học cần phải làm gì?,'chỉ có thể quản lý một cách khoa học các quá trình xã hội sau thắng lợi của cách mạng xã hội chủ nghĩa'
"[{'idx': 0, 'title': 'Donald Trump', 'paragraph_text': 'Tư tưởng chính trị theo chủ nghĩa đại chúng và dân tộc của Trump nhận được sự ủng hộ mãnh liệt của tầng lớp cử tri công nhân và cử tri có trình độ dưới đại học, trong bối cảnh có rất nhiều tranh cãi gay gắt xoay quanh ông trên các phương tiện thông tin đại chúng. Những chính sách mà ông đề xuất và các bình luận của ông về tình hình đất nước đã giúp ông luôn là ứng viên dẫn đầu của Đảng Cộng hòa trong các thăm dò dư luận. Một số bình luận của ông đã được cho là gây tranh cãi bởi nhiều nhân vật chính trị và đặc biệt là các cơ quan truyền thông chính thống, những người liên tục đưa tin về Trump và gián tiếp giúp ông đạt kết quả cao trong các cuộc thăm dò. Việc được đưa tin liên tục cùng với khả năng tự chủ tài chính cho toàn bộ chiến dịch đã tạo điều kiện cho ông không cần tới mô hình super PAC, điều mà ông luôn chỉ trích cùng với các chính trị gia sử dụng mô hình này cho việc gây quỹ các chiến dịch của họ. Việc Trump nói không với nói giảm nói tranh trong chính trị đã trở thành chủ đề chính trong chiến dịch của ông và được số đông người ủng hộ yêu thích. Tuyên bố gây ra nhiều tranh cãi nhất và được đưa tin nhiều nhất của Trump liên quan tới vấn đề nhập cư và an ninh biên giới, với việc Trump đề nghị trục xuất toàn bộ người nhập cư bất hợp pháp, xây tường dọc biên giới Mexico, và lệnh cấm tạm thời người Hồi giáo nhập cảnh vào Hoa Kỳ, trong khi đưa ra những bình luận mang tính kích động về những người nhập cư bất hợp pháp vào Mỹ qua biên giới Mexico.', 'is_supporting': False}]",Trump đã không loại bỏ mô hình nào vì khả năng tự chủ tài chính của mình?,'super PAC'
"[{'idx': 0, 'title': 'Pháp', 'paragraph_text': 'Trong giai đoạn hậu de Gaulle, Pháp duy trì vị thế là một trong các nền kinh tế phát triển nhất thế giới, song phải đối diện với một vài khủng hoảng kinh tế dẫn đến tỷ lệ thất nghiệp cao và gia tăng nợ công. Đến cuối thế kỷ XX và đầu thế kỷ XXI, Pháp ở vị trí tiên phong trong phát triển Liên minh châu Âu siêu quốc gia, đáng chú ý là ký kết Hiệp ước Maastricht (thành lập Liên minh châu Âu) vào năm 1992, thiết lập Khu vực đồng euro vào năm 1999, và ký kết Hiệp ước Lisbon vào năm 2007. Pháp cũng dần tái hợp nhất hoàn toàn vào NATO và kể từ đó tham gia vào hầu hết các cuộc chiến do NATO bảo trợ.', 'is_supporting': False}]",Hiệp ước nào được các nước châu Âu ký kết vào năm 1999?,'Hiệp ước Maastricht'
"[{'idx': 0, 'title': 'Trung Hoa Dân Quốc (1912-1949)', 'paragraph_text': 'Đảng Cộng sản Trung Quốc được thành lập vào ngày 23 tháng 7 năm 1921 tại Nam Hồ, Gia Hưng, Chiết Giang, thời kỳ đầu lập đảng họ hợp tác với Quốc Dân đảng ""phản đế phản phong kiến"". Sau khi Tôn Trung Sơn từ trần vào năm 1925, Quốc-Cộng hợp tác dần bất ổn định. Ngày 12 tháng 4 năm 1927, Tưởng Giới Thạch thực thi ""thanh đảng"", phái hữu trong Quốc Dâng đảng chính thức đoạn tuyệt với Đảng Cộng sản Trung Quốc. Ngày 1 tháng 8 năm 1927, Đảng Cộng sản Trung Quốc phát động Khởi nghĩa Nam Xương, ngày 28 tháng 4 năm 1928 Hồng quân của Mao Trạch Đông và Chu Đức hội quân tại Tỉnh Cương Sơn, dần lập khu xô viết tại tại các khu vực giáp giới như miền nam Giang Tây, miền tây Phúc Kiến, trải qua năm lần Quốc Dân đảng vây diệt trong giai đoạn 1930-1933, và Trường chinh trong giai đoạn 1934-1936, cuối cùng giành được thắng lợi trong Quốc-Cộng nội chiến, kết thúc thời kỳ thống trị của Trung Quốc Quốc Dân đảng tại Đại lục, lập ra nước Cộng hòa Nhân dân Trung Hoa.', 'is_supporting': False}]",Vào ngày nào thì đã có sự khởi nghĩa của Đảng Cộng sản Trung Quốc?,'ngày 23 tháng 7 năm 1921'
"[{'idx': 0, 'title': 'Người Ê Đê', 'paragraph_text': 'Thông tin khác: Tương truyền vào năm 1471, khi thân chinh cầm quân tấn công tiêu diệt Champa,vua Lê Thánh Tông dừng tại chân núi, cho quân lính trèo lên khắc tên, ghi rõ cương vực Đại Việt (Việt Nam ngày nay) tại nơi này. Vì thế, núi được gọi là núi Đá Bia.Trên núi có 1 tảng đá cao 76m, tương truyền năm 1471, vua Lê Thánh Tông đã đến đây và cho khắc lên mặt khối đá bài văn (nên sau gọi là hòn Đá Bia) dòng chữ khẳng định chủ quyền Đại Việt.Về nội dung văn bia, các tài liệu có sự giải chép khác nhau, tựu trung có ba nội dung như sau: “Chiêm Thành quá thử, binh bại quốc vong, An Nam quá thử, tướng tru binh chiết” nghĩa là ""Chiêm Thành vượt qua nơi này, binh thua nước mất, An Nam vượt qua nơi này, tướng chết quân tan""; hoặc ""Dĩ Nam Chiêm Thành, dĩ Bắc dân triều mệnh Việt Nam"" nghĩa là “Từ đây về Nam là Chiêm Thành, từ đây về Bắc dân chịu mệnh Việt Nam""; cũng có tài liệu nói rằng văn bia chỉ là hai chữ ""Hồng Đức”, là niên hiệu của vua Lê Thánh Tông. Theo tryền thuyết người Eđê Phú Yên truyền thuyết của người Ê Đê, núi Đá Bia là Kut Hbia Bhi (mộ của bà HơBhí). Hbia Bhí là tên gọi khác của Hơbia Drah Jan là người dân tộc Ê Đê, vợ của vua Pôrômê là vị vua tài giỏi của người Champa xưa kia,sau khi HơBia Bhí (một trong 3 người vợ của vua Pôrômê) mất, người ta đã đắp cho bà ngôi mộ thật to lớn, đó chính là núi Đá Bia ngày nay.', 'is_supporting': False}]",Cháu của Lê Thánh Tông có niên hiệu là gì?,'Hồng Đức'
